"","x"
"1",20
"2",20
"3",20
"4",20
"5",20
"6",20
"7",20
"8",20
"9",20
"10",20
"11",20
"12",20
"13",20
"14",20
"15",20
"16",20
"17",20
"18",20
"19",20
"20",20
"21",20
"22",20
"23",20
"24",20
"25",20
"26",20
"27",20
"28",20
"29",20
"30",20
"31",20
"32",20
"33",20
"34",20
"35",20
"36",20
"37",20
"38",20
"39",20
"40",20
"41",20
"42",20
"43",20
"44",20
"45",20
"46",20
"47",20
"48",20
"49",20
"50",20
"51",20
"52",20
"53",20
"54",20
"55",20
"56",20
"57",20
"58",20
"59",20
"60",20
"61",20
"62",20
"63",20
"64",20
"65",20
"66",20
"67",20
"68",20
"69",20
"70",20
"71",20
"72",20
"73",20
"74",20
"75",20
"76",20
"77",20
"78",20
"79",20
"80",20
"81",20
"82",20
"83",20
"84",20
"85",20
"86",20
"87",20
"88",20
"89",20
"90",20
"91",20
"92",20
"93",20
"94",20
"95",20
"96",20
"97",20
"98",20
"99",20
"100",20
"101",20
"102",15
"103",15
"104",15
"105",15
"106",15
"107",15
"108",15
"109",15
"110",15
"111",15
"112",15
"113",15
"114",15
"115",15
"116",15
"117",10
"118",10
"119",10
"120",10
"121",10
"122",10
"123",10
"124",10
"125",10
"126",10
"127",10
"128",10
"129",10
"130",10
"131",10
"132",10
"133",10
"134",10
"135",10
"136",10
"137",10
"138",10
"139",10
"140",10
"141",10
"142",10
"143",10
"144",10
"145",10
"146",10
"147",10
"148",10
"149",10
"150",10
"151",10
"152",5
"153",5
"154",5
"155",5
"156",5
"157",5
"158",5
"159",5
"160",5
"161",5
"162",5
"163",5
"164",5
"165",10
"166",10
"167",10
"168",10
