"","x"
"1",1995
"2",1990
"3",1985
"4",1980
"5",1975
"6",1970
"7",1965
"8",1960
"9",1955
"10",1950
"11",1945
"12",1940
"13",1935
"14",1930
"15",1925
"16",1920
"17",1915
"18",1910
"19",1905
"20",1900
"21",1895
"22",1890
"23",1885
"24",1880
"25",1875
"26",1870
"27",1865
"28",1860
"29",1855
"30",1850
"31",1845
"32",1840
"33",1835
"34",1830
"35",1825
"36",1820
"37",1815
"38",1810
"39",1805
"40",1800
"41",1795
"42",1790
"43",1785
"44",1780
"45",1775
"46",1770
"47",1765
"48",1760
"49",1755
"50",1750
"51",1745
"52",1740
"53",1735
"54",1730
"55",1725
"56",1720
"57",1715
"58",1710
"59",1705
"60",1700
"61",1695
"62",1690
"63",1685
"64",1680
"65",1675
"66",1670
"67",1665
"68",1660
"69",1655
"70",1650
"71",1645
"72",1640
"73",1635
"74",1630
"75",1625
"76",1620
"77",1610
"78",1600
"79",1590
"80",1580
"81",1570
"82",1560
"83",1550
"84",1540
"85",1530
"86",1520
"87",1510
"88",1500
"89",1490
"90",1480
"91",1470
"92",1460
"93",1450
"94",1440
"95",1430
"96",1420
"97",1410
"98",1400
"99",1390
"100",1380
"101",1370
"102",1360
"103",1350
"104",1340
"105",1330
"106",1320
"107",1310
"108",1300
"109",1285
"110",1270
"111",1255
"112",1240
"113",1225
"114",1210
"115",1195
"116",1180
"117",1165
"118",1150
"119",1135
"120",1120
"121",1105
"122",1090
"123",1075
"124",1060
"125",1045
"126",1030
"127",1015
"128",1000
"129",985
"130",970
"131",955
"132",940
"133",925
"134",910
"135",895
"136",880
"137",865
"138",850
"139",835
"140",820
"141",805
"142",790
"143",775
"144",760
"145",745
"146",730
"147",715
"148",700
"149",685
"150",665
"151",645
"152",625
"153",600
"154",575
"155",550
"156",525
"157",500
"158",475
"159",450
"160",420
"161",390
"162",355
"163",320
"164",280
"165",235
"166",190
"167",95
"168",0
