"","x"
"1",1595
"2",1590
"3",1585
"4",1580
"5",1575
"6",1570
"7",1565
"8",1560
"9",1555
"10",1550
"11",1545
"12",1540
"13",1535
"14",1530
"15",1525
"16",1520
"17",1515
"18",1510
"19",1505
"20",1500
"21",1495
"22",1490
"23",1485
"24",1480
"25",1475
"26",1470
"27",1465
"28",1460
"29",1455
"30",1450
"31",1445
"32",1440
"33",1435
"34",1430
"35",1425
"36",1420
"37",1415
"38",1410
"39",1405
"40",1400
"41",1395
"42",1390
"43",1385
"44",1380
"45",1375
"46",1370
"47",1365
"48",1360
"49",1355
"50",1350
"51",1345
"52",1340
"53",1335
"54",1330
"55",1325
"56",1320
"57",1315
"58",1310
"59",1305
"60",1300
"61",1295
"62",1290
"63",1285
"64",1280
"65",1275
"66",1270
"67",1265
"68",1260
"69",1255
"70",1250
"71",1245
"72",1240
"73",1235
"74",1230
"75",1225
"76",1220
"77",1215
"78",1210
"79",1205
"80",1200
"81",1195
"82",1190
"83",1185
"84",1180
"85",1175
"86",1170
"87",1165
"88",1160
"89",1155
"90",1150
"91",1145
"92",1140
"93",1135
"94",1130
"95",1125
"96",1120
"97",1115
"98",1110
"99",1105
"100",1100
"101",1095
"102",1090
"103",1085
"104",1080
"105",1075
"106",1070
"107",1065
"108",1060
"109",1050
"110",1040
"111",1030
"112",1020
"113",1010
"114",1000
"115",990
"116",980
"117",970
"118",960
"119",950
"120",940
"121",930
"122",915
"123",900
"124",885
"125",870
"126",855
"127",840
"128",825
"129",810
"130",795
"131",780
"132",765
"133",750
"134",735
"135",720
"136",705
"137",690
"138",675
"139",660
"140",645
"141",630
"142",615
"143",600
"144",585
"145",570
"146",555
"147",540
"148",525
"149",510
"150",490
"151",470
"152",450
"153",430
"154",410
"155",390
"156",370
"157",350
"158",330
"159",310
"160",290
"161",270
"162",245
"163",215
"164",185
"165",155
"166",120
"167",60
"168",0
