"","x"
"1",1095
"2",1090
"3",1085
"4",1080
"5",1075
"6",1070
"7",1065
"8",1060
"9",1055
"10",1050
"11",1045
"12",1040
"13",1035
"14",1030
"15",1025
"16",1020
"17",1015
"18",1010
"19",1005
"20",1000
"21",995
"22",990
"23",985
"24",980
"25",975
"26",970
"27",965
"28",960
"29",955
"30",950
"31",945
"32",940
"33",935
"34",930
"35",925
"36",920
"37",915
"38",910
"39",905
"40",900
"41",895
"42",890
"43",885
"44",880
"45",875
"46",870
"47",865
"48",860
"49",855
"50",850
"51",845
"52",840
"53",835
"54",830
"55",825
"56",820
"57",815
"58",810
"59",805
"60",800
"61",795
"62",790
"63",785
"64",780
"65",775
"66",770
"67",765
"68",760
"69",755
"70",750
"71",745
"72",740
"73",735
"74",730
"75",725
"76",720
"77",715
"78",710
"79",705
"80",700
"81",695
"82",690
"83",685
"84",680
"85",675
"86",670
"87",665
"88",660
"89",655
"90",650
"91",645
"92",640
"93",635
"94",630
"95",625
"96",620
"97",615
"98",610
"99",605
"100",600
"101",595
"102",590
"103",585
"104",580
"105",575
"106",570
"107",565
"108",560
"109",555
"110",550
"111",545
"112",540
"113",530
"114",520
"115",510
"116",500
"117",490
"118",480
"119",470
"120",460
"121",450
"122",440
"123",430
"124",420
"125",410
"126",400
"127",390
"128",380
"129",370
"130",360
"131",350
"132",340
"133",330
"134",320
"135",310
"136",300
"137",290
"138",280
"139",270
"140",260
"141",250
"142",240
"143",230
"144",220
"145",210
"146",200
"147",190
"148",180
"149",170
"150",160
"151",150
"152",140
"153",125
"154",110
"155",95
"156",80
"157",65
"158",50
"159",35
"160",20
"161",5
"162",-10
"163",-25
"164",-40
"165",-60
"166",-80
"167",-100
"168",-120
