"","x"
"1",25273.8507864169
"2",23719.6669603437
"3",24817.6653800013
"4",25079.342318955
"5",25568.5889382349
"6",26097.7619301903
"7",26678.5198122365
"8",27369.6419653897
"9",27992.6808710703
"10",28348.1137461727
"11",28909.1204888043
"12",29175.2698074794
"13",29552.7255518479
"14",31164.8892332577
"15",32863.687514011
"16",32959.1748820414
"17",33617.0600764722
"18",34739.6757465981
"19",35841.2719880608
"20",36332.1808886161
"21",37177.8284507882
"22",38162.9429449203
"23",39108.7573718059
"24",39930.0325211197
"25",41494.4019782237
"26",42621.7629281956
"27",43908.9862911628
"28",45050.0003510622
"29",46657.9420331039
"30",48595.9977419234
"31",49393.9035671104
"32",50021.5020912524
"33",50868.5445971945
"34",52195.1569142428
"35",53180.3659198091
"36",54551.8495904854
"37",55114.4966903541
"38",55450.4939057899
"39",56989.4257965226
"40",58385.0620354353
"41",59303.5496799105
"42",61022.1356309456
"43",61841.4921644219
"44",62224.0703484622
"45",62365.6148416172
"46",62674.037703361
"47",64184.6062449268
"48",64899.3220413763
"49",65226.3207986115
"50",65526.1528195408
"51",66095.8658732711
"52",67181.8983695654
"53",67712.320572311
"54",68010.349351713
"55",68010.0741868761
"56",68077.4687354346
"57",68089.2748370537
"58",68241.1409001401
"59",68423.7593812377
"60",68583.968801153
"61",68589.7832187978
"62",68734.354388797
"63",68875.8924261843
"64",68935.5807544532
"65",68950.5163538534
"66",69043.6916893185
"67",69142.0169202704
"68",69219.3668164263
"69",69257.6388715254
"70",69398.7546520503
"71",69428.7383498202
"72",69571.6361222069
"73",69730.5223007132
"74",69877.4622827838
"75",69976.4911137465
"76",69996.6067893431
"77",70062.7778835014
"78",70140.9601385216
"79",70283.1144798833
"80",70435.2198003176
"81",70497.2772506285
"82",70586.3053124534
"83",70732.3302896023
"84",70686.3754960703
"85",70486.4535786735
"86",70298.5640392665
"87",70128.6958612148
"88",70005.8333604449
"89",69849.9625911975
"90",69644.0759439567
"91",69483.1736463582
"92",69469.262216336
"93",69464.3509830094
"94",69323.4482633323
"95",69115.5586104964
"96",69044.6819049222
"97",69019.8142652429
"98",69017.9501184553
"99",68934.0844633366
"100",68758.2146011952
"101",68486.3405339299
"102",68482.4645454464
"103",68330.5899404879
"104",68100.7196840895
"105",68069.8554148577
"106",67870.997111102
"107",67711.1451485143
"108",67675.2941205908
"109",67646.4442729541
"110",67372.5916425052
"111",67277.7410372561
"112",67013.8910473947
"113",66779.0428396973
"114",66639.1974684203
"115",66522.3555211546
"116",65101.5170615396
"117",63932.6814566625
"118",63502.8480819755
"119",61635.0164172751
"120",59676.1857894574
"121",59314.3563698435
"122",58778.5284743441
"123",57585.7024771553
"124",57003.878740583
"125",56509.0575104626
"126",56120.2387133474
"127",54468.4222043683
"128",52825.6077269209
"129",51412.7950462599
"130",50144.9840255727
"131",48821.174670996
"132",46662.3670400458
"133",45358.5612892496
"134",43818.7575466854
"135",42638.9558823153
"136",41066.1562915532
"137",39287.3559163659
"138",39161.5603118694
"139",39152.7665368774
"140",38920.9745285235
"141",37849.1842725438
"142",37091.3957962169
"143",35833.6091485397
"144",35486.8267398964
"145",35377.043807078
"146",35092.2627630992
"147",35044.483580191
"148",34627.7041468156
"149",34288.9286594103
"150",33978.1549340364
"151",33530.3829609871
"152",33276.6127446137
"153",32859.8442977229
"154",32403.0776325108
"155",31976.3127536747
"156",31971.5496564211
"157",31655.789680445
"158",31165.03002268
"159",30862.2720974075
"160",30401.5159374562
"161",30186.7613971673
"162",29929.0086123511
"163",29695.2575380963
"164",29283.5081745133
"165",28739.7604863695
"166",28595.0146216131
"167",28146.270298197
"168",27652.5276909166
