"","x"
"1",25273.8507864169
"2",23719.6669603437
"3",24817.6653800013
"4",25079.342318955
"5",25568.5889382349
"6",26097.7619301903
"7",26678.5198122365
"8",27369.6419653897
"9",27992.6808710703
"10",28348.1137461727
"11",28909.1204888043
"12",29175.2698074794
"13",29552.7255518479
"14",31164.8892332577
"15",32863.687514011
"16",32959.1748820414
"17",33617.0600764722
"18",34739.6757465981
"19",35841.2719880608
"20",36332.1808886161
"21",37177.8284507882
"22",38162.9429449203
"23",39108.7573718059
"24",39930.0325211197
"25",41494.4019782237
"26",42621.7629281956
"27",43908.9862911628
"28",45050.0003510622
"29",46657.9420331039
"30",47871.3925480219
"31",48669.9835283126
"32",49298.2655501168
"33",50145.9906128172
"34",51473.2834528447
"35",52459.1708369988
"36",53831.3308926156
"37",54394.6527213367
"38",54731.3230413083
"39",56270.9261815599
"40",57667.2320014563
"41",58586.3869132257
"42",60305.6386636283
"43",61125.6588696681
"44",61508.8989179556
"45",61651.1034205551
"46",61960.1844640322
"47",63471.4094093249
"48",64186.7798428314
"49",64514.4314479712
"50",64814.9145138392
"51",65385.2765517505
"52",66471.9565196391
"53",66627.5457454881
"54",66926.5593732198
"55",66927.266370292
"56",66995.6404104889
"57",67008.4232379605
"58",67161.2635050988
"59",67344.8535614434
"60",67506.0319358355
"61",67512.8127005965
"62",67658.3476250317
"63",67800.846836302
"64",67861.493767447
"65",67877.3854090146
"66",67971.514237813
"67",68070.7904257278
"68",68149.0887348806
"69",68188.3115988771
"70",68330.3657714821
"71",68361.2903898282
"72",68505.1266015314
"73",68664.9487491065
"74",68812.8222405508
"75",68912.7821319357
"76",68933.8264295152
"77",69000.9237181924
"78",69080.0297508059
"79",69223.1054632716
"80",69376.1296309535
"81",69439.1036770192
"82",69529.045959442
"83",69675.9827923554
"84",69630.9374998405
"85",69431.9227386416
"86",69244.9380206516
"87",69075.9723393118
"88",68954.0100202568
"89",68799.0371275082
"90",68594.0460612207
"91",68434.0370586963
"92",68421.0166475263
"93",68416.9941662485
"94",68276.977941505
"95",68069.9725358443
"96",67999.9778392122
"97",67975.989979807
"98",67975.0033938308
"99",67892.0130971652
"100",67717.0163805065
"101",67446.0132673746
"102",67443.00605093
"103",67291.9980449537
"104",67062.9922235261
"105",67032.9902343472
"106",66834.9920645622
"107",66675.9951616014
"108",66641.0000791881
"109",66613.0040563081
"110",66340.0058195263
"111",66246.0047499728
"112",65983.0022026606
"113",65748.9993528379
"114",65609.9972633069
"115",65493.996530105
"116",64073.997161096
"117",62905.9986733243
"118",62477.0003728162
"119",60610.0016146376
"120",58652.002059692
"121",58291.0016897163
"122",57756.0007962536
"123",56563.999781254
"124",55982.9990327135
"125",55488.998765935
"126",55100.9989836224
"127",53449.9995196903
"128",51808.0001254268
"129",50396.0005739036
"130",49129.0007360482
"131",47806.0006082011
"132",45648.0002895656
"133",44344.9999281064
"134",42805.9996594387
"135",41626.9995611223
"136",40054.9996361075
"137",38276.9997883452
"138",38152.0000244552
"139",38144.0002080314
"140",37913.0002840287
"141",36842.0002456724
"142",36085.0001278266
"143",34827.9999868893
"144",34481.999879946
"145",34372.9998438759
"146",34088.999869654
"147",34041.9999366519
"148",33626.0000064412
"149",33288.0000724256
"150",32978.0001006253
"151",32531.0000882182
"152",32278.0000471759
"153",31861.9999972724
"154",31405.9999576749
"155",30979.999940332
"156",30975.9999471445
"157",30660.9999770045
"158",30171.0000044239
"159",29869.0000251735
"160",29409.0000331064
"161",29195.0000278885
"162",28938.0000137684
"163",28704.9999974239
"164",28293.9999850373
"165",27750.9999802248
"166",27606.9999833009
"167",27158.9999916814
"168",26666.0000014504
