"","x"
"1",3675
"2",3655
"3",3635
"4",3615
"5",3595
"6",3575
"7",3555
"8",3535
"9",3515
"10",3495
"11",3475
"12",3455
"13",3430
"14",3405
"15",3380
"16",3355
"17",3330
"18",3305
"19",3280
"20",3255
"21",3230
"22",3205
"23",3180
"24",3155
"25",3130
"26",3105
"27",3080
"28",3055
"29",3030
"30",3005
"31",2980
"32",2955
"33",2930
"34",2905
"35",2880
"36",2855
"37",2830
"38",2805
"39",2780
"40",2755
"41",2730
"42",2705
"43",2680
"44",2655
"45",2630
"46",2605
"47",2580
"48",2555
"49",2530
"50",2505
"51",2480
"52",2455
"53",2430
"54",2405
"55",2380
"56",2355
"57",2330
"58",2305
"59",2280
"60",2255
"61",2230
"62",2205
"63",2180
"64",2155
"65",2130
"66",2105
"67",2080
"68",2055
"69",2030
"70",2005
"71",1980
"72",1955
"73",1930
"74",1905
"75",1880
"76",1855
"77",1830
"78",1805
"79",1780
"80",1755
"81",1730
"82",1705
"83",1680
"84",1655
"85",1630
"86",1605
"87",1580
"88",1555
"89",1530
"90",1505
"91",1480
"92",1455
"93",1430
"94",1405
"95",1380
"96",1355
"97",1330
"98",1305
"99",1280
"100",1255
"101",1230
"102",1210
"103",1190
"104",1170
"105",1150
"106",1130
"107",1110
"108",1090
"109",1070
"110",1050
"111",1030
"112",1010
"113",990
"114",970
"115",950
"116",930
"117",910
"118",895
"119",880
"120",865
"121",850
"122",835
"123",820
"124",805
"125",790
"126",775
"127",760
"128",745
"129",730
"130",715
"131",700
"132",685
"133",670
"134",655
"135",640
"136",625
"137",610
"138",595
"139",580
"140",565
"141",550
"142",535
"143",520
"144",505
"145",490
"146",475
"147",460
"148",445
"149",430
"150",415
"151",400
"152",390
"153",380
"154",365
"155",350
"156",335
"157",320
"158",305
"159",290
"160",275
"161",260
"162",240
"163",220
"164",200
"165",175
"166",145
"167",75
"168",0
