"","x"
"1",14090.9031218761
"2",24263.5146176869
"3",24381.0351575737
"4",24403.5600853816
"5",24470.0893794631
"6",24555.6230183202
"7",24671.1609806026
"8",24724.7032451065
"9",24760.2497907737
"10",24836.8005966897
"11",24928.3556420831
"12",24954.9149063236
"13",25043.4783689217
"14",25151.0460095264
"15",25283.6178079248
"16",25310.1937440408
"17",25411.7737979335
"18",25459.3579497963
"19",25556.9461799558
"20",25592.5384688707
"21",25602.1347971302
"22",25685.7351454535
"23",25745.3394946883
"24",25852.9478258098
"25",25860.5601199197
"26",25936.1763582448
"27",26017.7965221364
"28",26034.420593069
"29",26077.0485526391
"30",26098.6803825644
"31",26124.3160646828
"32",26235.9555809513
"33",26287.5989134447
"34",26313.2460443554
"35",26424.8969559914
"36",26481.5516307763
"37",26508.2100512476
"38",26612.8722000561
"39",26679.5380599649
"40",26682.2076138486
"41",26710.8808446919
"42",26829.5577355894
"43",26890.2382697441
"44",26933.9224304667
"45",27041.6102011749
"46",27047.3015653921
"47",27080.9965067472
"48",27151.6950089729
"49",27180.3970559056
"50",27263.1026314839
"51",27306.8117197485
"52",27347.5243048406
"53",27377.2403710017
"54",27456.9599025724
"55",27549.6828839919
"56",27632.4092997968
"57",27701.1391346209
"58",27709.8723731938
"59",27722.6090003406
"60",27847.3490009807
"61",27850.0923601275
"62",27947.8390628875
"63",27956.5890944593
"64",27968.3424401331
"65",28017.0990852902
"66",28129.8590154016
"67",28237.6222160281
"68",28298.388672819
"69",28427.1583715116
"70",28501.9312979306
"71",28634.7074379872
"72",28765.4867776787
"73",28879.2693030875
"74",28973.0550003807
"75",28977.8438558094
"76",29002.635855708
"77",29024.4309864932
"78",29039.2292346642
"79",29172.0305868013
"80",29172.8350295656
"81",29212.6425496982
"82",29222.4531340198
"83",29343.26676943
"84",29437.0834429067
"85",29548.9031415054
"86",29666.7258523586
"87",29747.5515626756
"88",29853.3802597413
"89",29920.211930916
"90",29948.0465636349
"91",30069.8841454072
"92",30086.724663816
"93",30176.5681065171
"94",30252.4144612392
"95",30251.2637157826
"96",30316.1158580194
"97",30423.9708758924
"98",30470.8287574146
"99",30598.6894906693
"100",30727.5530638086
"101",31402.4194650537
"102",32187.2886826941
"103",32936.1607050868
"104",33354.0355206565
"105",33897.9131178942
"106",34525.7934853576
"107",35183.6766116699
"108",35781.5624855197
"109",36324.4510956605
"110",36799.3424309099
"111",36890.2364801497
"112",37000.1332323249
"113",37743.0326764435
"114",38868.9348015759
"115",39851.8395968547
"116",40296.7470514739
"117",40608.6571546886
"118",41191.5698958148
"119",41477.4852642286
"120",41492.4032493658
"121",42632.3238407218
"122",43528.2470278508
"123",44303.1728003655
"124",45323.1011479368
"125",45689.0320602932
"126",46026.9655272205
"127",46864.9015385614
"128",47529.840084215
"129",47984.7811541364
"130",48947.7247383364
"131",49137.6708268812
"132",49176.6194098916
"133",50095.570477543
"134",50704.5240200649
"135",51318.4800277405
"136",51614.4384909064
"137",51704.3993999519
"138",52283.3627453192
"139",52793.3285175024
"140",52887.2967070478
"141",53172.2673045528
"142",53175.2403006661
"143",54078.2156860873
"144",54690.1934515662
"145",54763.1735879027
"146",55456.1560859464
"147",56585.1409365964
"148",56649.1281308007
"149",57441.117659556
"150",57960.1095139074
"151",58078.1036849479
"152",58634.1001638183
"153",59494.0989417068
"154",59768.1000098485
"155",60768.1033595252
"156",61737.1089820653
"157",61746.116868843
"158",62666.1270112784
"159",62717.1394008371
"160",62921.1540290297
"161",63901.1708874118
"162",65085.1899675834
"163",65227.2112611888
"164",65998.2347599161
"165",66281.2604554971
"166",66331.2883397071
"167",66712.3184043643
"168",66844.3506413295
