"","x"
"1",68205.8606435517
"2",72983.886531688
"3",72891.0664358634
"4",72889.2487723557
"5",72777.4335291652
"6",72689.6206943751
"7",72561.8102561504
"8",72545.0022027376
"9",72517.1965224634
"10",72394.3932037348
"11",72359.5922350375
"12",72249.7936049358
"13",72172.9973020719
"14",72043.2033151649
"15",72001.4116330103
"16",71962.6222444795
"17",71865.8351385188
"18",71793.050304149
"19",71700.2677304648
"20",71568.4874066339
"21",71559.7093218967
"22",71473.9334655653
"23",71384.1598270232
"24",71273.3883957246
"25",71148.6191611936
"26",71032.8521130241
"27",70996.0872408785
"28",70883.3245344878
"29",70840.5639836506
"30",70719.8055782326
"31",70685.0493081662
"32",70620.2951634497
"33",70488.543134147
"34",70469.7932103866
"35",70405.0453823618
"36",70299.2996403295
"37",70270.5559746098
"38",70258.8143755858
"39",70180.0748337026
"40",70143.3373394673
"41",70038.601883448
"42",70030.8684562737
"43",70022.1370486333
"44",69965.4076512757
"45",69909.680255009
"46",69784.9548506999
"47",69666.2314292734
"48",69603.5099817124
"49",69500.7904990568
"50",69463.0729724037
"51",69403.3573929064
"52",69371.6437517741
"53",69355.9320402714
"54",69294.2222497181
"55",69199.5143714884
"56",69164.8083970108
"57",69060.1043177673
"58",68932.4021252933
"59",68909.701811177
"60",68768.0033670589
"61",68715.3067846317
"62",68698.6120556395
"63",68578.9191718775
"64",68527.2281251921
"65",68437.5389074794
"66",68321.851510686
"67",68199.1659268079
"68",68140.48214789
"69",68073.8001660264
"70",67993.1199733593
"71",67982.4415620791
"72",67895.7649244237
"73",67756.0900526784
"74",67699.4169391752
"75",67670.7455762929
"76",67668.0759564563
"77",67590.408072136
"78",67556.7419158481
"79",67501.0774801537
"80",67499.414757659
"81",67357.7537410143
"82",67239.0944229138
"83",67228.4367960959
"84",67222.780853342
"85",67161.1265874768
"86",67156.4739913677
"87",67106.8230579243
"88",67035.1737800984
"89",66965.5261508837
"90",66933.8801633151
"91",66932.2358104688
"92",66886.5930854618
"93",66751.9519814515
"94",66669.3124916356
"95",66539.6746092516
"96",66450.0383275767
"97",66416.4036399273
"98",66313.7705396589
"99",66201.1390201657
"100",66115.5090748802
"101",65709.8806972732
"102",64758.2538808532
"103",64605.6286191664
"104",64424.0049057963
"105",63626.3827343632
"106",63383.7620985244
"107",62691.1429919736
"108",62467.5254084404
"109",61840.9093416909
"110",61157.2947855263
"111",60673.6817337837
"112",60187.0701803349
"113",60044.4601190868
"114",59072.8515439812
"115",58548.2444489937
"116",58509.6388281344
"117",57739.0346754474
"118",56830.4319850101
"119",56250.8307509334
"120",55807.2309673616
"121",55463.6326284716
"122",54559.0357284731
"123",54322.4402616082
"124",53788.8462221513
"125",53050.2536044087
"126",52398.6624027184
"127",52008.07261145
"128",51522.4842250043
"129",50960.8972378134
"130",50196.3116443399
"131",49389.7274390773
"132",48947.1446165494
"133",48172.5631713103
"134",47208.9830979439
"135",46658.4043910639
"136",45833.8270453138
"137",44943.2510553662
"138",44115.6764159229
"139",43526.1031217147
"140",42771.5311675011
"141",42155.9605480702
"142",41898.3912582382
"143",41085.8232928497
"144",40586.2566467773
"145",40087.691314921
"146",39293.1272922087
"147",38531.5645735955
"148",37977.0031540636
"149",37629.4430286224
"150",37065.884192308
"151",36640.3266401831
"152",35885.7703673367
"153",35708.2153688844
"154",35576.6616399675
"155",34930.1091757535
"156",34452.5579714353
"157",33737.0080222316
"158",33142.4593233865
"159",32722.9118701689
"160",32575.3656578732
"161",31746.8206818183
"162",31538.2769373481
"163",30900.7344198307
"164",30063.1931246587
"165",29210.6530472489
"166",29168.1141830421
"167",28479.576527503
"168",28324.0400761199
