"","x"
"1",5
"2",5
"3",5
"4",5
"5",5
"6",5
"7",5
"8",5
"9",5
"10",5
"11",5
"12",5
"13",5
"14",5
"15",5
"16",5
"17",5
"18",5
"19",5
"20",10
"21",10
"22",10
"23",10
"24",10
"25",10
"26",10
"27",10
"28",10
"29",10
"30",10
"31",10
"32",10
"33",10
"34",10
"35",10
"36",10
"37",10
"38",10
"39",10
"40",15
"41",15
"42",15
"43",15
"44",15
"45",15
"46",15
"47",15
"48",20
"49",20
"50",20
"51",20
"52",20
"53",20
"54",20
"55",20
"56",20
"57",20
"58",20
"59",20
"60",20
"61",20
"62",20
"63",20
"64",20
"65",20
"66",20
"67",20
"68",20
"69",20
"70",20
"71",20
"72",20
"73",20
"74",20
"75",20
"76",20
"77",20
"78",20
"79",20
"80",20
"81",20
"82",20
"83",20
"84",20
"85",20
"86",20
"87",20
"88",20
"89",20
"90",20
"91",20
"92",20
"93",20
"94",20
"95",20
"96",20
"97",20
"98",25
"99",25
"100",25
"101",25
"102",25
"103",25
"104",25
"105",25
"106",25
"107",25
"108",25
"109",25
"110",25
"111",25
"112",25
"113",25
"114",25
"115",25
"116",25
"117",20
"118",20
"119",20
"120",20
"121",20
"122",20
"123",15
"124",15
"125",15
"126",15
"127",15
"128",15
"129",15
"130",15
"131",15
"132",15
"133",15
"134",15
"135",15
"136",15
"137",15
"138",15
"139",15
"140",15
"141",15
"142",15
"143",10
"144",10
"145",10
"146",10
"147",10
"148",10
"149",10
"150",10
"151",10
"152",10
"153",10
"154",15
"155",15
"156",15
"157",15
"158",15
"159",15
"160",15
"161",15
"162",20
"163",20
"164",20
"165",25
"166",30
"167",70
"168",75
