"","x"
"1",2680
"2",2660
"3",2640
"4",2620
"5",2600
"6",2580
"7",2560
"8",2540
"9",2520
"10",2500
"11",2480
"12",2460
"13",2440
"14",2420
"15",2400
"16",2380
"17",2360
"18",2340
"19",2320
"20",2300
"21",2280
"22",2260
"23",2240
"24",2220
"25",2200
"26",2180
"27",2160
"28",2140
"29",2120
"30",2100
"31",2080
"32",2060
"33",2040
"34",2020
"35",2000
"36",1980
"37",1960
"38",1940
"39",1920
"40",1900
"41",1880
"42",1860
"43",1840
"44",1820
"45",1800
"46",1780
"47",1760
"48",1740
"49",1720
"50",1700
"51",1680
"52",1660
"53",1640
"54",1620
"55",1600
"56",1580
"57",1560
"58",1540
"59",1520
"60",1500
"61",1480
"62",1460
"63",1440
"64",1420
"65",1400
"66",1380
"67",1360
"68",1340
"69",1320
"70",1300
"71",1280
"72",1260
"73",1240
"74",1220
"75",1200
"76",1180
"77",1160
"78",1140
"79",1120
"80",1100
"81",1080
"82",1060
"83",1040
"84",1020
"85",1000
"86",980
"87",960
"88",940
"89",920
"90",900
"91",880
"92",860
"93",840
"94",820
"95",800
"96",780
"97",760
"98",740
"99",720
"100",700
"101",680
"102",665
"103",650
"104",635
"105",620
"106",605
"107",590
"108",575
"109",560
"110",545
"111",530
"112",515
"113",500
"114",485
"115",470
"116",455
"117",445
"118",435
"119",425
"120",415
"121",405
"122",395
"123",385
"124",375
"125",365
"126",355
"127",345
"128",335
"129",325
"130",315
"131",305
"132",295
"133",285
"134",275
"135",265
"136",255
"137",245
"138",235
"139",225
"140",215
"141",205
"142",195
"143",185
"144",175
"145",165
"146",155
"147",145
"148",135
"149",125
"150",115
"151",105
"152",100
"153",95
"154",90
"155",85
"156",80
"157",75
"158",70
"159",65
"160",60
"161",55
"162",50
"163",45
"164",40
"165",30
"166",20
"167",10
"168",5
